number,date,title,url,pdf
WHA7.5,1954,"Campaigns against smallpox
﻿",https://apps.who.int/iris/handle/10665/87860,/iris/bitstream/handle/10665/87860/WHA7.5_eng.pdf?sequence=1&isAllowed=y
WHA7.18,1954,"Request concerning the contribution of the Spanish Protectorate Zone in Morocco
﻿",https://apps.who.int/iris/handle/10665/87873,/iris/bitstream/handle/10665/87873/WHA7.18_eng.pdf?sequence=3&isAllowed=y
WHA7.38,1954,"Procedure for the consideration by the eighth World Health Assembly of the 1956 programme and budget estimates
﻿",https://apps.who.int/iris/handle/10665/87943,/iris/bitstream/handle/10665/87943/WHA7.38_eng.pdf?sequence=1&isAllowed=y
WHA7.19,1954,"Status of collection of annual contributions and of advances to the working capital fund
﻿",https://apps.who.int/iris/handle/10665/87874,/iris/bitstream/handle/10665/87874/WHA7.19_eng.pdf?sequence=1&isAllowed=y
WHA7.37,1954,"Procedure for the consideration by the Executive Board of the 1956 programme and budget estimates
﻿",https://apps.who.int/iris/handle/10665/87942,/iris/bitstream/handle/10665/87942/WHA7.37_eng.pdf?sequence=1&isAllowed=y
WHA7.30,1954,"Revision of rules of procedure of the World Health Assembly
﻿",https://apps.who.int/iris/handle/10665/87935,/iris/bitstream/handle/10665/87935/WHA7.30_eng.pdf?sequence=1&isAllowed=y
WHA7.57,1954,"Reservations to the International Sanitary Regulations (‎WHO regulations no.2)‎ in respect of overseas and outlying territories
﻿",https://apps.who.int/iris/handle/10665/87962,/iris/bitstream/handle/10665/87962/WHA7.57_eng.pdf?sequence=2&isAllowed=y
WHA7.45,1954,"Cost-of-living adjustments
﻿",https://apps.who.int/iris/handle/10665/87950,/iris/bitstream/handle/10665/87950/WHA7.45_eng.pdf?sequence=1&isAllowed=y
WHA7.13,1954,"Admission of the Federation of Rhodesia and Nyasaland as an associate member of the World Health Organization
﻿",https://apps.who.int/iris/handle/10665/87868,/iris/bitstream/handle/10665/87868/WHA7.13_eng.pdf?sequence=2&isAllowed=y
WHA7.15,1954,"Scales of assessment for 1955, 1956, 1957 and 1958
﻿",https://apps.who.int/iris/handle/10665/87870,/iris/bitstream/handle/10665/87870/WHA7.15_eng.pdf?sequence=1&isAllowed=y
WHA7.17,1954,"Assessment of China
﻿",https://apps.who.int/iris/handle/10665/87872,/iris/bitstream/handle/10665/87872/WHA7.17_eng.pdf?sequence=1&isAllowed=y
WHA7.22,1954,"Publications revolving fund
﻿",https://apps.who.int/iris/handle/10665/87877,/iris/bitstream/handle/10665/87877/WHA7.22_eng.pdf?sequence=1&isAllowed=y
WHA7.31,1954,"Technical discussions at future Health Assemblies
﻿",https://apps.who.int/iris/handle/10665/87936,/iris/bitstream/handle/10665/87936/WHA7.31_eng.pdf?sequence=1&isAllowed=y
WHA7.20,1954,"Arrears of contributions in respect of the Office international d'Hygiène publique
﻿",https://apps.who.int/iris/handle/10665/87875,/iris/bitstream/handle/10665/87875/WHA7.20_eng.pdf?sequence=2&isAllowed=y
WHA7.21,1954,"Working capital fund for 1955
﻿",https://apps.who.int/iris/handle/10665/87876,/iris/bitstream/handle/10665/87876/WHA7.21_eng.pdf?sequence=1&isAllowed=y
WHA7.11,1954,"Extension of agreement with the United Nations Relief and Works Agency for Palestine Refugees in the Near East
﻿",https://apps.who.int/iris/handle/10665/87866,/iris/bitstream/handle/10665/87866/WHA7.11_eng.pdf?sequence=1&isAllowed=y
WHA7.51,1954,"Decisions of the United Nations General Assembly and Economic and Social Council
﻿",https://apps.who.int/iris/handle/10665/87956,/iris/bitstream/handle/10665/87956/WHA7.51_eng.pdf?sequence=2&isAllowed=y
WHA7.47,1954,"Annual report of the United Nations Joint Staff Pension Board
﻿",https://apps.who.int/iris/handle/10665/87952,/iris/bitstream/handle/10665/87952/WHA7.47_eng.pdf?sequence=1&isAllowed=y
WHA7.50,1954,"Relations with UNICEF
﻿",https://apps.who.int/iris/handle/10665/87955,/iris/bitstream/handle/10665/87955/WHA7.50_eng.pdf?sequence=1&isAllowed=y
WHA7.35,1954,"Programme and budget for 1955
﻿",https://apps.who.int/iris/handle/10665/87940,/iris/bitstream/handle/10665/87940/WHA7.35_eng.pdf?sequence=1&isAllowed=y
WHA7.46,1954,"Appointment of representatives on WHO Staff Pension Committee
﻿",https://apps.who.int/iris/handle/10665/87951,/iris/bitstream/handle/10665/87951/WHA7.46_eng.pdf?sequence=1&isAllowed=y
WHA7.52,1954,"Research
﻿",https://apps.who.int/iris/handle/10665/87957,/iris/bitstream/handle/10665/87957/WHA7.52_eng.pdf?sequence=1&isAllowed=y
WHA7.53,1954,"Environmental sanitation
﻿",https://apps.who.int/iris/handle/10665/87958,/iris/bitstream/handle/10665/87958/WHA7.53_eng.pdf?sequence=2&isAllowed=y
WHA7.55,1954,"Reports of the Executive Board on its twelfth and thirteenth sessions
﻿",https://apps.who.int/iris/handle/10665/87960,/iris/bitstream/handle/10665/87960/WHA7.55_eng.pdf?sequence=2&isAllowed=y
WHA7.36,1954,"Form of presentation of annual programme and budget estimates
﻿",https://apps.who.int/iris/handle/10665/87941,/iris/bitstream/handle/10665/87941/WHA7.36_eng.pdf?sequence=1&isAllowed=y
WHA7.14,1954,"Host agreement with the government of Egypt
﻿",https://apps.who.int/iris/handle/10665/87869,/iris/bitstream/handle/10665/87869/WHA7.14_eng.pdf?sequence=1&isAllowed=y
WHA7.24,1954,"Establishment of Executive Board special fund
﻿",https://apps.who.int/iris/handle/10665/87879,/iris/bitstream/handle/10665/87879/WHA7.24_eng.pdf?sequence=1&isAllowed=y
WHA7.28,1954,"Rights and obligations of associate members in regional committees
﻿",https://apps.who.int/iris/handle/10665/87933,/iris/bitstream/handle/10665/87933/WHA7.28_eng.pdf?sequence=1&isAllowed=y
WHA7.6,1954,"Functions of the World Health Organization in respect of conventions on addiction-producing drugs
﻿",https://apps.who.int/iris/handle/10665/87861,/iris/bitstream/handle/10665/87861/WHA7.6_eng.pdf?sequence=1&isAllowed=y
WHA7.7,1954,"1931 Convention on Narcotic Drugs: interpretation of ""convertible substances""
﻿",https://apps.who.int/iris/handle/10665/87862,/iris/bitstream/handle/10665/87862/WHA7.7_eng.pdf?sequence=1&isAllowed=y
WHA7.16,1954,"Future scales of assessment
﻿",https://apps.who.int/iris/handle/10665/87871,/iris/bitstream/handle/10665/87871/WHA7.16_eng.pdf?sequence=1&isAllowed=y
WHA7.40,1954,"Modifications in the Technical Assistance Programme for 1954
﻿",https://apps.who.int/iris/handle/10665/87945,/iris/bitstream/handle/10665/87945/WHA7.40_eng.pdf?sequence=1&isAllowed=y
WHA7.33,1954,"Regional Committee for the Eastern Mediterranean
﻿",https://apps.who.int/iris/handle/10665/87938,/iris/bitstream/handle/10665/87938/WHA7.33_eng.pdf?sequence=1&isAllowed=y
WHA7.27,1954,"Payment of travel expenses of representatives in sessions of regional committees
﻿",https://apps.who.int/iris/handle/10665/87932,/iris/bitstream/handle/10665/87932/WHA7.27_eng.pdf?sequence=1&isAllowed=y
WHA7.41,1954,"Technical Assistance Programme for 1955
﻿",https://apps.who.int/iris/handle/10665/87946,/iris/bitstream/handle/10665/87946/WHA7.41_eng.pdf?sequence=1&isAllowed=y
WHA7.42,1954,"Local costs in respect of international project personnel under the regular budget
﻿",https://apps.who.int/iris/handle/10665/87947,/iris/bitstream/handle/10665/87947/WHA7.42_eng.pdf?sequence=1&isAllowed=y
WHA7.44,1954,"Appointment of the external auditor for the years 1955-1957
﻿",https://apps.who.int/iris/handle/10665/87949,/iris/bitstream/handle/10665/87949/WHA7.44_eng.pdf?sequence=1&isAllowed=y
WHA7.2,1954,"Terms of reference of the main committees
﻿",https://apps.who.int/iris/handle/10665/87857,/iris/bitstream/handle/10665/87857/WHA7.2_eng.pdf?sequence=1&isAllowed=y
WHA7.34,1954,"Appropriation resolution for the financial year 1955
﻿",https://apps.who.int/iris/handle/10665/87939,/iris/bitstream/handle/10665/87939/WHA7.34_eng.pdf?sequence=1&isAllowed=y
WHA7.54,1954,"Annual report of the Director-General for 1953
﻿",https://apps.who.int/iris/handle/10665/87959,/iris/bitstream/handle/10665/87959/WHA7.54_eng.pdf?sequence=2&isAllowed=y
WHA7.49,1954,"Accommodation for Headquarters office
﻿",https://apps.who.int/iris/handle/10665/87954,/iris/bitstream/handle/10665/87954/WHA7.49_eng.pdf?sequence=1&isAllowed=y
WHA7.43,1954,"Local costs in respect of international project personnel under the Technical Assistance Programme
﻿",https://apps.who.int/iris/handle/10665/87948,/iris/bitstream/handle/10665/87948/WHA7.43_eng.pdf?sequence=1&isAllowed=y
WHA7.4,1954,"Budget level and effective working budget for 1955
﻿",https://apps.who.int/iris/handle/10665/87859,/iris/bitstream/handle/10665/87859/WHA7.4_eng.pdf?sequence=2&isAllowed=y
WHA7.10,1954,"Organizational study on programme analysis and evaluation
﻿",https://apps.who.int/iris/handle/10665/87865,/iris/bitstream/handle/10665/87865/WHA7.10_eng.pdf?sequence=3&isAllowed=y
WHA7.1,1954,"Establishment of main committees
﻿",https://apps.who.int/iris/handle/10665/87856,/iris/bitstream/handle/10665/87856/WHA7.1_eng.pdf?sequence=1&isAllowed=y
WHA7.3,1954,"Award of the Léon Bernard Foundation medal and prize
﻿",https://apps.who.int/iris/handle/10665/87858,/iris/bitstream/handle/10665/87858/WHA7.3_eng.pdf?sequence=3&isAllowed=y
WHA7.56,1954,"International Sanitary Regulations: first report of the Committee on International Quarantine
﻿",https://apps.who.int/iris/handle/10665/87961,/iris/bitstream/handle/10665/87961/WHA7.56_eng.pdf?sequence=1&isAllowed=y
WHA7.29,1954,"Place of eighth World Health Assembly
﻿",https://apps.who.int/iris/handle/10665/87934,/iris/bitstream/handle/10665/87934/WHA7.29_eng.pdf?sequence=1&isAllowed=y
WHA7.25,1954,"Financial report and accounts for 1953 and report of the external auditor
﻿",https://apps.who.int/iris/handle/10665/87880,/iris/bitstream/handle/10665/87880/WHA7.25_eng.pdf?sequence=1&isAllowed=y
WHA7.23,1954,"Special fund for World Health seals
﻿",https://apps.who.int/iris/handle/10665/87878,/iris/bitstream/handle/10665/87878/WHA7.23_eng.pdf?sequence=2&isAllowed=y
WHA7.48,1954,"Amendments to staff rules
﻿",https://apps.who.int/iris/handle/10665/87953,/iris/bitstream/handle/10665/87953/WHA7.48_eng.pdf?sequence=1&isAllowed=y
WHA7.32,1954,"Additional use of the Spanish language
﻿",https://apps.who.int/iris/handle/10665/87937,/iris/bitstream/handle/10665/87937/WHA7.32_eng.pdf?sequence=1&isAllowed=y
WHA7.39,1954,"Legislative developments in the Technical Assistance Programme
﻿",https://apps.who.int/iris/handle/10665/87944,/iris/bitstream/handle/10665/87944/WHA7.39_eng.pdf?sequence=1&isAllowed=y
WHA7.26,1954,"Sessions of regional committees at regional headquarters
﻿",https://apps.who.int/iris/handle/10665/87931,/iris/bitstream/handle/10665/87931/WHA7.26_eng.pdf?sequence=1&isAllowed=y
-,1954,"Seventh World Health Assembly, Geneva, 4 to 21 May 1954: resolutions and decisions: plenary meetings: verbatim records: committees: minutes and reports: annexes
﻿",https://apps.who.int/iris/handle/10665/85654,/iris/bitstream/handle/10665/85654/Official_record55_eng.pdf?sequence=1&isAllowed=y
WHA8.34,1955,"Atomic energy
﻿",https://apps.who.int/iris/handle/10665/88196,/iris/bitstream/handle/10665/88196/WHA8.34_eng.pdf?sequence=3&isAllowed=y
WHA8.19,1955,"Working capital fund for 1956
﻿",https://apps.who.int/iris/handle/10665/88137,/iris/bitstream/handle/10665/88137/WHA8.19_eng.pdf?sequence=1&isAllowed=y
WHA8.37,1955,"Appropriation resolution for the financial year 1956
﻿",https://apps.who.int/iris/handle/10665/88201,/iris/bitstream/handle/10665/88201/WHA8.37_eng.pdf?sequence=1&isAllowed=y
WHA8.35,1955,"Second report of the Committee on International Quarantine
﻿",https://apps.who.int/iris/handle/10665/88197,/iris/bitstream/handle/10665/88197/WHA8.35_eng.pdf?sequence=1&isAllowed=y
WHA8.38,1955,"Campaigns against smallpox
﻿",https://apps.who.int/iris/handle/10665/88202,/iris/bitstream/handle/10665/88202/WHA8.38_eng.pdf?sequence=1&isAllowed=y
WHA8.36,1955,"Additional regulations of 26 May 1955 amending the International Sanitary Regulations
﻿",https://apps.who.int/iris/handle/10665/88199,/iris/bitstream/handle/10665/88199/WHA8.36_eng.pdf?sequence=1&isAllowed=y
WHA8.10,1955,"Second general programme of working covering a specific period
﻿",https://apps.who.int/iris/handle/10665/88125,/iris/bitstream/handle/10665/88125/WHA8.10_eng.pdf?sequence=1&isAllowed=y
WHA8.8,1955,"Admission of the Sudan as an associate member
﻿",https://apps.who.int/iris/handle/10665/88123,/iris/bitstream/handle/10665/88123/WHA8.8_eng.pdf?sequence=1&isAllowed=y
WHA8.7,1955,"Publications revolving fund
﻿",https://apps.who.int/iris/handle/10665/88122,/iris/bitstream/handle/10665/88122/WHA8.7_eng.pdf?sequence=1&isAllowed=y
WHA8.5,1955,"Scales of assessment
﻿",https://apps.who.int/iris/handle/10665/88120,/iris/bitstream/handle/10665/88120/WHA8.5_eng.pdf?sequence=1&isAllowed=y
WHA8.31,1955,"Approved 1955 Technical Assistance Programme and the financial situation for 1955
﻿",https://apps.who.int/iris/handle/10665/88152,/iris/bitstream/handle/10665/88152/WHA8.31_eng.pdf?sequence=1&isAllowed=y
WHA8.29,1955,"Confirmation of resolution WHA6.37 and admission of the Spanish protectorate zone in Morocco as associate member (‎item proposed by Spain and the Spanish protectorate zone in Morocco)‎: contribution of the Spanish protectorate zone in Morocco
﻿",https://apps.who.int/iris/handle/10665/88148,/iris/bitstream/handle/10665/88148/WHA8.29_eng.pdf?sequence=1&isAllowed=y
WHA8.27,1955,"Interpretation of certain rules of procedure of the World Health Assembly
﻿",https://apps.who.int/iris/handle/10665/88146,/iris/bitstream/handle/10665/88146/WHA8.27_eng.pdf?sequence=1&isAllowed=y
WHA8.9,1955,"Annual report of the Director-General for 1954
﻿",https://apps.who.int/iris/handle/10665/88124,/iris/bitstream/handle/10665/88124/WHA8.9_eng.pdf?sequence=3&isAllowed=y
WHA8.20,1955,"Public information activities
﻿",https://apps.who.int/iris/handle/10665/88138,/iris/bitstream/handle/10665/88138/WHA8.20_eng.pdf?sequence=1&isAllowed=y
WHA8.2,1955,"Terms of reference of the main committees
﻿",https://apps.who.int/iris/handle/10665/88107,/iris/bitstream/handle/10665/88107/WHA8.2_eng.pdf?sequence=1&isAllowed=y
WHA8.17,1955,"Annual report of the United Nations Joint Staff Pension Board
﻿",https://apps.who.int/iris/handle/10665/88134,/iris/bitstream/handle/10665/88134/WHA8.17_eng.pdf?sequence=1&isAllowed=y
WHA8.14,1955,"WHO seals
﻿",https://apps.who.int/iris/handle/10665/88129,/iris/bitstream/handle/10665/88129/WHA8.14_eng.pdf?sequence=1&isAllowed=y
WHA8.40,1955,"Reports on the world health situation
﻿",https://apps.who.int/iris/handle/10665/88205,/iris/bitstream/handle/10665/88205/WHA8.40_eng.pdf?sequence=2&isAllowed=y
WHA8.3,1955,"Award of the Léon Bernard Foundation medal and prize
﻿",https://apps.who.int/iris/handle/10665/88108,/iris/bitstream/handle/10665/88108/WHA8.3_eng.pdf?sequence=3&isAllowed=y
WHA8.1,1955,"Establishment of main committees
﻿",https://apps.who.int/iris/handle/10665/88106,/iris/bitstream/handle/10665/88106/WHA8.1_eng.pdf?sequence=3&isAllowed=y
WHA8.30,1955,"Malaria eradication
﻿",https://apps.who.int/iris/handle/10665/88150,/iris/bitstream/handle/10665/88150/WHA8.30_eng.pdf?sequence=1&isAllowed=y
WHA8.18,1955,"Accession to the Convention on the Privileges and Immunities of the Specialized Agencies
﻿",https://apps.who.int/iris/handle/10665/88135,/iris/bitstream/handle/10665/88135/WHA8.18_eng.pdf?sequence=1&isAllowed=y
WHA8.13,1955,"Status of collection of annual contributions and of advances to the working capital fund
﻿",https://apps.who.int/iris/handle/10665/88128,/iris/bitstream/handle/10665/88128/WHA8.13_eng.pdf?sequence=1&isAllowed=y
WHA8.16,1955,"Appointment of representatives to the WHO Staff Pension Committee
﻿",https://apps.who.int/iris/handle/10665/88132,/iris/bitstream/handle/10665/88132/WHA8.16_eng.pdf?sequence=1&isAllowed=y
WHA8.4,1955,"Election of members entitled to designate a person to serve on the Executive Board
﻿",https://apps.who.int/iris/handle/10665/88109,/iris/bitstream/handle/10665/88109/WHA8.4_eng.pdf?sequence=3&isAllowed=y
WHA8.12,1955,"Relations with UNICEF
﻿",https://apps.who.int/iris/handle/10665/88127,/iris/bitstream/handle/10665/88127/WHA8.12_eng.pdf?sequence=1&isAllowed=y
WHA8.24,1955,"Establishment of the Regional Office for Europe in Copenhagen: host agreement with the government of Denmark
﻿",https://apps.who.int/iris/handle/10665/88143,/iris/bitstream/handle/10665/88143/WHA8.24_eng.pdf?sequence=1&isAllowed=y
WHA8.45,1955,"Decisions of United Nations organs and specialized agencies
﻿",https://apps.who.int/iris/handle/10665/88210,/iris/bitstream/handle/10665/88210/WHA8.45_eng.pdf?sequence=3&isAllowed=y
WHA8.25,1955,"Place of the ninth World Health Assembly
﻿",https://apps.who.int/iris/handle/10665/88144,/iris/bitstream/handle/10665/88144/WHA8.25_eng.pdf?sequence=1&isAllowed=y
WHA8.44,1955,"Co-ordination with the United Nations and specialized agencies on administrative and budgetary questions
﻿",https://apps.who.int/iris/handle/10665/88209,/iris/bitstream/handle/10665/88209/WHA8.44_eng.pdf?sequence=1&isAllowed=y
WHA8.47,1955,"Reports of the Executive Board on its fourteenth and fifteenth sessions
﻿",https://apps.who.int/iris/handle/10665/88212,/iris/bitstream/handle/10665/88212/WHA8.47_eng.pdf?sequence=1&isAllowed=y
WHA8.21,1955,"Special fund for improving national health services
﻿",https://apps.who.int/iris/handle/10665/88139,/iris/bitstream/handle/10665/88139/WHA8.21_eng.pdf?sequence=1&isAllowed=y
WHA8.32,1955,"Planning for the 1956 Technical Assistance Programme
﻿",https://apps.who.int/iris/handle/10665/88153,/iris/bitstream/handle/10665/88153/WHA8.32_eng.pdf?sequence=1&isAllowed=y
WHA8.33,1955,"Legislative developments in the United Nations Expanded Programme of Technical Assistance
﻿",https://apps.who.int/iris/handle/10665/88154,/iris/bitstream/handle/10665/88154/WHA8.33_eng.pdf?sequence=1&isAllowed=y
WHA8.26,1955,"Amendments to the rules of procedure of the World Health Assembly
﻿",https://apps.who.int/iris/handle/10665/88145,/iris/bitstream/handle/10665/88145/WHA8.26_eng.pdf?sequence=1&isAllowed=y
WHA8.41,1955,"Organizational study on programme analysis and evaluation
﻿",https://apps.who.int/iris/handle/10665/88206,/iris/bitstream/handle/10665/88206/WHA8.41_eng.pdf?sequence=1&isAllowed=y
WHA8.39,1955,"Selection of recommended international non-proprietary names for pharmaceutical preparations
﻿",https://apps.who.int/iris/handle/10665/88204,/iris/bitstream/handle/10665/88204/WHA8.39_eng.pdf?sequence=1&isAllowed=y
WHA8.22,1955,"Methods of recruitment for posts in WHO
﻿",https://apps.who.int/iris/handle/10665/88140,/iris/bitstream/handle/10665/88140/WHA8.22_eng.pdf?sequence=2&isAllowed=y
WHA8.46,1955,"Extension of the agreement with the United Nations Relief and Works Agency for Palestine Refugees in the Near East
﻿",https://apps.who.int/iris/handle/10665/88211,/iris/bitstream/handle/10665/88211/WHA8.46_eng.pdf?sequence=1&isAllowed=y
WHA8.23,1955,"Implementation of WHA7.33
﻿",https://apps.who.int/iris/handle/10665/88142,/iris/bitstream/handle/10665/88142/WHA8.23_eng.pdf?sequence=1&isAllowed=y
WHA8.15,1955,"Arrears of contributions due in respect of the Office international d'Hygiène publique
﻿",https://apps.who.int/iris/handle/10665/88131,/iris/bitstream/handle/10665/88131/WHA8.15_eng.pdf?sequence=1&isAllowed=y
WHA8.6,1955,"Financial report of WHO for 1954 and report of the external auditor
﻿",https://apps.who.int/iris/handle/10665/88121,/iris/bitstream/handle/10665/88121/WHA8.6_eng.pdf?sequence=1&isAllowed=y
WHA8.28,1955,"Procedural problems related to constitutional amendments
﻿",https://apps.who.int/iris/handle/10665/88147,/iris/bitstream/handle/10665/88147/WHA8.28_eng.pdf?sequence=2&isAllowed=y
WHA8.11,1955,"Effective working budget and budget level for 1956
﻿",https://apps.who.int/iris/handle/10665/88126,/iris/bitstream/handle/10665/88126/WHA8.11_eng.pdf?sequence=3&isAllowed=y
WHA8.42,1955,"Future organizational study: programme planning
﻿",https://apps.who.int/iris/handle/10665/88207,/iris/bitstream/handle/10665/88207/WHA8.42_eng.pdf?sequence=1&isAllowed=y
-,1955,"Eighth World Health Assembly: Mexico, D.F., 10-27 May 1955: resolutions and decisions: plenary meetings: verbatim records: committees: minutes and reports: annexes
﻿",https://apps.who.int/iris/handle/10665/85662,/iris/bitstream/handle/10665/85662/Official_record63_eng.pdf?sequence=1&isAllowed=y
WHA8.43,1955,"Technical discussions at future World Health Assemblies
﻿",https://apps.who.int/iris/handle/10665/88208,/iris/bitstream/handle/10665/88208/WHA8.43_eng.pdf?sequence=1&isAllowed=y
WHA9.31,1956,"Cardiovascular diseases and hypertension
﻿",https://apps.who.int/iris/handle/10665/88408,/iris/bitstream/handle/10665/88408/WHA9.31_eng.pdf?sequence=1&isAllowed=y
WHA9.19,1956,"Working capital fund for 1957
﻿",https://apps.who.int/iris/handle/10665/88390,/iris/bitstream/handle/10665/88390/WHA9.19_eng.pdf?sequence=1&isAllowed=y
WHA9.1,1956,"Establishment of main committees
﻿",https://apps.who.int/iris/handle/10665/88372,/iris/bitstream/handle/10665/88372/WHA9.1_eng.pdf?sequence=1&isAllowed=y
WHA9.15,1956,"Assessment of Korea
﻿",https://apps.who.int/iris/handle/10665/88386,/iris/bitstream/handle/10665/88386/WHA9.15_eng.pdf?sequence=1&isAllowed=y
WHA9.16,1956,"Assessments of Morocco, Sudan, Tunisia; Gold Coast, Federation of Nigeria, and Sierra Leone
﻿",https://apps.who.int/iris/handle/10665/88387,/iris/bitstream/handle/10665/88387/WHA9.16_eng.pdf?sequence=2&isAllowed=y
WHA9.44,1956,"Procedural problems relating to constitutional amendments
﻿",https://apps.who.int/iris/handle/10665/88426,/iris/bitstream/handle/10665/88426/WHA9.44_eng.pdf?sequence=1&isAllowed=y
WHA9.3,1956,"Admission of Morocco as a member
﻿",https://apps.who.int/iris/handle/10665/88374,/iris/bitstream/handle/10665/88374/WHA9.3_eng.pdf?sequence=2&isAllowed=y
WHA9.63,1956,"Reports of the Executive Board on its sixteenth and seventeenth sessions
﻿",https://apps.who.int/iris/handle/10665/88458,/iris/bitstream/handle/10665/88458/WHA9.63_eng.pdf?sequence=1&isAllowed=y
WHA9.62,1956,"Fixing of target dates for starting inter-regional co-ordinated programmes for malaria control leading to eradication
﻿",https://apps.who.int/iris/handle/10665/88457,/iris/bitstream/handle/10665/88457/WHA9.62_eng.pdf?sequence=1&isAllowed=y
WHA9.56,1956,"Local costs arrangements: Expanded Programme of Technical Assistance
﻿",https://apps.who.int/iris/handle/10665/88446,/iris/bitstream/handle/10665/88446/WHA9.56_eng.pdf?sequence=1&isAllowed=y
WHA9.17,1956,"Scale of assessment for 1957
﻿",https://apps.who.int/iris/handle/10665/88388,/iris/bitstream/handle/10665/88388/WHA9.17_eng.pdf?sequence=1&isAllowed=y
WHA9.22,1956,"Decisions of United Nations organs and specialized agencies
﻿",https://apps.who.int/iris/handle/10665/88393,/iris/bitstream/handle/10665/88393/WHA9.22_eng.pdf?sequence=1&isAllowed=y
WHA9.29,1956,"Seventh revision of the International Lists of Disease and Causes of Death
﻿",https://apps.who.int/iris/handle/10665/88404,/iris/bitstream/handle/10665/88404/WHA9.29_eng.pdf?sequence=1&isAllowed=y
WHA9.30,1956,"Future organizational studies by the Executive Board
﻿",https://apps.who.int/iris/handle/10665/88406,/iris/bitstream/handle/10665/88406/WHA9.30_eng.pdf?sequence=1&isAllowed=y
WHA9.54,1956,"Peaceful uses of atomic energy
﻿",https://apps.who.int/iris/handle/10665/88442,/iris/bitstream/handle/10665/88442/WHA9.54_eng.pdf?sequence=1&isAllowed=y
WHA9.28,1956,"Special report to celebrate the tenth anniversary of the World Health Organization
﻿",https://apps.who.int/iris/handle/10665/88401,/iris/bitstream/handle/10665/88401/WHA9.28_eng.pdf?sequence=1&isAllowed=y
WHA9.51,1956,"Proposed amendment to the Constitution to increase the number of members entitled to designate a person to serve on the Executive Board (‎articles 24 and 25)‎
﻿",https://apps.who.int/iris/handle/10665/88437,/iris/bitstream/handle/10665/88437/WHA9.51_eng.pdf?sequence=1&isAllowed=y
WHA9.50,1956,"Technical discussions at future Health Assemblies
﻿",https://apps.who.int/iris/handle/10665/88436,/iris/bitstream/handle/10665/88436/WHA9.50_eng.pdf?sequence=1&isAllowed=y
WHA9.12,1956,"Financial report of WHO for 1955 and report of the external auditor
﻿",https://apps.who.int/iris/handle/10665/88383,/iris/bitstream/handle/10665/88383/WHA9.12_eng.pdf?sequence=1&isAllowed=y
WHA9.43,1956,"Provisional assignment of Morocco to the European Region
﻿",https://apps.who.int/iris/handle/10665/88424,/iris/bitstream/handle/10665/88424/WHA9.43_eng.pdf?sequence=1&isAllowed=y
WHA9.49,1956,"Additional regulations of 23 May 1956 amending the International Sanitary Regulations with respect to the form of the International Certificate of Vaccination or Revaccination against Smallpox
﻿",https://apps.who.int/iris/handle/10665/88435,/iris/bitstream/handle/10665/88435/WHA9.49_eng.pdf?sequence=1&isAllowed=y
WHA9.38,1956,"Relations between the International Bureau for the Protection of Industrial Property and the World Health Organization
﻿",https://apps.who.int/iris/handle/10665/88418,/iris/bitstream/handle/10665/88418/WHA9.38_eng.pdf?sequence=1&isAllowed=y
WHA9.6,1956,"Admission of the Gold Coast as an associate member
﻿",https://apps.who.int/iris/handle/10665/88377,/iris/bitstream/handle/10665/88377/WHA9.6_eng.pdf?sequence=1&isAllowed=y
WHA9.47,1956,"Reservations to the International Sanitary Regulations
﻿",https://apps.who.int/iris/handle/10665/88431,/iris/bitstream/handle/10665/88431/WHA9.47_eng.pdf?sequence=1&isAllowed=y
WHA9.35,1956,"Relations with UNICEF
﻿",https://apps.who.int/iris/handle/10665/88415,/iris/bitstream/handle/10665/88415/WHA9.35_eng.pdf?sequence=1&isAllowed=y
WHA9.10,1956,"Report of the Lèon Bernard Foundation Committee
﻿",https://apps.who.int/iris/handle/10665/88381,/iris/bitstream/handle/10665/88381/WHA9.10_eng.pdf?sequence=3&isAllowed=y
WHA9.42,1956,"Assignment of Tunisia to the Eastern Mediterranean Region
﻿",https://apps.who.int/iris/handle/10665/88423,/iris/bitstream/handle/10665/88423/WHA9.42_eng.pdf?sequence=1&isAllowed=y
WHA9.21,1956,"Co-ordination with the United Nations and specialized agencies on administrative and financial questions
﻿",https://apps.who.int/iris/handle/10665/88392,/iris/bitstream/handle/10665/88392/WHA9.21_eng.pdf?sequence=1&isAllowed=y
WHA9.55,1956,"Approved 1956 Technical Assistance Programme and the financial situation for 1956
﻿",https://apps.who.int/iris/handle/10665/88445,/iris/bitstream/handle/10665/88445/WHA9.55_eng.pdf?sequence=1&isAllowed=y
WHA9.24,1956,"Special fund for improving national health services
﻿",https://apps.who.int/iris/handle/10665/88395,/iris/bitstream/handle/10665/88395/WHA9.24_eng.pdf?sequence=1&isAllowed=y
WHA9.26,1956,"Annual report of the Director-General for 1955
﻿",https://apps.who.int/iris/handle/10665/88397,/iris/bitstream/handle/10665/88397/WHA9.26_eng.pdf?sequence=1&isAllowed=y
WHA9.25,1956,"Use of Arabic in the Regional Committee for the Eastern Mediterranean
﻿",https://apps.who.int/iris/handle/10665/88396,/iris/bitstream/handle/10665/88396/WHA9.25_eng.pdf?sequence=1&isAllowed=y
WHA9.27,1956,"Reports on the world health situation
﻿",https://apps.who.int/iris/handle/10665/88399,/iris/bitstream/handle/10665/88399/WHA9.27_eng.pdf?sequence=1&isAllowed=y
