number,date,title,url
WHA13.55,1960,"Malaria eradication programme
﻿",https://apps.who.int/iris/handle/10665/88912
WHA13.42,1960,"Headquarters accommodation: reimbursement by the United Nations
﻿",https://apps.who.int/iris/handle/10665/88899
WHA13.34,1960,"Appointment of representatives to the WHO Staff Pension Committee
﻿",https://apps.who.int/iris/handle/10665/88889
WHA13.29,1960,"Assistance to new members and associate members in 1961
﻿",https://apps.who.int/iris/handle/10665/88884
WHA13.24,1960,"Amalgamation of special accounts into a single fund
﻿",https://apps.who.int/iris/handle/10665/88879
WHA13.5,1960,"Admission of new asssociate members: Central African Republic
﻿",https://apps.who.int/iris/handle/10665/88858
WHA13.6,1960,"Admission of new associate members: Republic of the Congo
﻿",https://apps.who.int/iris/handle/10665/88859
WHA13.3,1960,"Admission of new members: Republic of Togo
﻿",https://apps.who.int/iris/handle/10665/88856
WHA13.36,1960,"Establishment of national public health cadres
﻿",https://apps.who.int/iris/handle/10665/88891
WHA13.39,1960,"Renewal of the contract of the Director-General
﻿",https://apps.who.int/iris/handle/10665/88896
-,1960,"Thirteenth World Health Assembly, Geneva, 3-20 May 1960: part I: resolutions and decisions: annexes
﻿",https://apps.who.int/iris/handle/10665/85728
WHA14.9,1961,"Headquarters accommodation: progress report
﻿",https://apps.who.int/iris/handle/10665/88992
WHA14.3,1961,"Status of collection of annual contributions and of advances to the working capital fund
﻿",https://apps.who.int/iris/handle/10665/88986
WHA14.4,1961,"Amendments to the staff rules
﻿",https://apps.who.int/iris/handle/10665/88987
WHA14.7,1961,"Assessment for 1961 of new members
﻿",https://apps.who.int/iris/handle/10665/88990
WHA14.5,1961,"Travel expenses and allowances for members of the Executive Board
﻿",https://apps.who.int/iris/handle/10665/88988
WHA14.2,1961,"Development of the malaria eradication programme
﻿",https://apps.who.int/iris/handle/10665/88985
WHA14.8,1961,"Scale of assessment for 1962
﻿",https://apps.who.int/iris/handle/10665/88991
WHA14.55,1961,"Programme appraisals
﻿",https://apps.who.int/iris/handle/10665/89039
WHA14.48,1961,"Assessment for 1961 and 1962 of the Islamic Republic of Mauritania
﻿",https://apps.who.int/iris/handle/10665/89031
-,1961,"Fourteenth World Health Assembly, New Delhi, 7-24 February 1961: part I: resolutions and decisions: annexes
﻿",https://apps.who.int/iris/handle/10665/85737
-,1961,"Fourteenth World Health Assembly, New Delhi, 7-24 February 1961: part I: resolutions and decisions: annexes
﻿",https://apps.who.int/iris/handle/10665/85737
WHA14.1,1961,"Increase in the membership of the Executive Board
﻿",https://apps.who.int/iris/handle/10665/88984
WHA14.23,1961,"Voluntary fund for health promotion: report on contributions received
﻿",https://apps.who.int/iris/handle/10665/89006
WHA14.22,1961,"Provision of emergency supplies to member states
﻿",https://apps.who.int/iris/handle/10665/89005
WHA14.39,1961,"Priorities in programme
﻿",https://apps.who.int/iris/handle/10665/89022
WHA14.24,1961,"Adoption of a WHO flag
﻿",https://apps.who.int/iris/handle/10665/89007
WHA14.36,1961,"Annual report of the Director-General for 1960: programme aspects
﻿",https://apps.who.int/iris/handle/10665/89019
WHA14.29,1961,"Prior consultation with the United Nations and its agencies on matters of mutual concern
﻿",https://apps.who.int/iris/handle/10665/89012
WHA14.25,1961,"Accommodation for the Regional Office for South-East Asia
﻿",https://apps.who.int/iris/handle/10665/89008
WHA14.21,1961,"Amendments to the financial rules
﻿",https://apps.who.int/iris/handle/10665/89004
WHA14.15,1961,"Financing of the malaria eradication programme
﻿",https://apps.who.int/iris/handle/10665/88998
WHA14.16,1961,"Election of members entitled to designate a person to serve on the Executive Board
﻿",https://apps.who.int/iris/handle/10665/88999
WHA14.12,1961,"Use of Russian as a working language in the Regional Organization for Europe
﻿",https://apps.who.int/iris/handle/10665/88995
WHA14.17,1961,"Effective working budget and budget level for 1962
﻿",https://apps.who.int/iris/handle/10665/89000
WHA14.34,1961,"Annual report of the Director-General for 1960: administrative and financial aspects
﻿",https://apps.who.int/iris/handle/10665/89017
WHA14.32,1961,"Currency of payment of contributions
﻿",https://apps.who.int/iris/handle/10665/89015
WHA14.26,1961,"Report on assistance to the Republic of the Congo (‎Leopoldville)‎
﻿",https://apps.who.int/iris/handle/10665/89009
WHA14.59,1961,"Resolution of thanks
﻿",https://apps.who.int/iris/handle/10665/89044
WHA14.28,1961,"Decisions of the United Nations, specialized agencies and IAEA affecting WHO's activities on administrative and financial questions
﻿",https://apps.who.int/iris/handle/10665/89011
WHA14.27,1961,"Malaria eradication special account
﻿",https://apps.who.int/iris/handle/10665/89010
WHA14.57,1961,"Reports of the Executive Board on its twenty-sixth and twenty-seventh sessions
﻿",https://apps.who.int/iris/handle/10665/89042
WHA14.19,1961,"Admission of new associate members: Tanganyika
﻿",https://apps.who.int/iris/handle/10665/89002
WHA14.31,1961,"Appointment of representatives to the WHO Staff Pension Committee
﻿",https://apps.who.int/iris/handle/10665/89014
WHA14.20,1961,"Admission of new members: Islamic Republic of Mauritania
﻿",https://apps.who.int/iris/handle/10665/89003
WHA14.43,1961,"Appropriation resolution for the financial year 1962
﻿",https://apps.who.int/iris/handle/10665/89026
WHA14.52,1961,"Development of education in Africa: co-operation with UNESCO
﻿",https://apps.who.int/iris/handle/10665/89036
WHA14.44,1961,"Interpretation of criteria to determine eligibility for credits towards the payment of contributions for financing malaria programmes
﻿",https://apps.who.int/iris/handle/10665/89027
WHA14.38,1961,"Malaria eradication programme
﻿",https://apps.who.int/iris/handle/10665/89021
WHA14.37,1961,"Continued assistance to newly independent states
﻿",https://apps.who.int/iris/handle/10665/89020
WHA14.49,1961,"Appropriation resolution for the financial year: Islamic Republic of Mauritania, Ruanda-Urundi and Tanganyika
﻿",https://apps.who.int/iris/handle/10665/89032
WHA14.45,1961,"Rights and obligations of associate members having attained independence
﻿",https://apps.who.int/iris/handle/10665/89028
WHA14.58,1961,"Declaration concerning the granting of independence in colonial countries and peoples and the tasks of the World Health Organization
﻿",https://apps.who.int/iris/handle/10665/89043
WHA14.51,1961,"Possibilities of reducing the length of World Health Assemblies
﻿",https://apps.who.int/iris/handle/10665/89035
WHA14.56,1961,"Radiation health, including protection of mankind from ionizing radiation hazards, whatsoever their source
﻿",https://apps.who.int/iris/handle/10665/89040
WHA14.54,1961,"International encouragement of scientific research into the control of cancerous diseases
﻿",https://apps.who.int/iris/handle/10665/89038
WHA14.53,1961,"Decisions of the United Nations, specialized agencies and IAEA affecting WHO's activities on program matters
﻿",https://apps.who.int/iris/handle/10665/89037
WHA14.50,1961,"Agreement with the International Office of Epizootics
﻿",https://apps.who.int/iris/handle/10665/89033
WHA14.33,1961,"Place of meeting of the fifteenth World Health Assembly
﻿",https://apps.who.int/iris/handle/10665/89016
WHA14.41,1961,"Committee on International Quarantine: eighth report
﻿",https://apps.who.int/iris/handle/10665/89024
WHA14.35,1961,"Universality of WHO membership
﻿",https://apps.who.int/iris/handle/10665/89018
WHA14.40,1961,"Smallpox eradication programme
﻿",https://apps.who.int/iris/handle/10665/89023
WHA14.14,1961,"Malaria eradication programme: administrative and operational costs
﻿",https://apps.who.int/iris/handle/10665/88997
WHA14.18,1961,"Admission of new associate members: Ruanda-Urundi
﻿",https://apps.who.int/iris/handle/10665/89001
WHA14.13,1961,"Supplementary budget estimates for 1961
﻿",https://apps.who.int/iris/handle/10665/88996
WHA14.30,1961,"Annual report of the United Nations Joint Staff Pension Board for 1959
﻿",https://apps.who.int/iris/handle/10665/89013
WHA14.47,1961,"Relations with the League of Arab States
﻿",https://apps.who.int/iris/handle/10665/89030
WHA14.42,1961,"Activities jointly assisted by UNICEF and WHO
﻿",https://apps.who.int/iris/handle/10665/89025
WHA14.11,1961,"Headquarters accommodation: reimbursement by the United Nations
﻿",https://apps.who.int/iris/handle/10665/88994
WHA14.10,1961,"Headquarters accommodation: status of the building fund
﻿",https://apps.who.int/iris/handle/10665/88993
WHA14.6,1961,"Assessment for 1960 and 1961 of new members
﻿",https://apps.who.int/iris/handle/10665/88989
WHA14.46,1961,"Amendments to the rules of procedure of the World Health Assembly
﻿",https://apps.who.int/iris/handle/10665/89029
WHA15.14,1962,"Accommodation for the Regional Office for Africa
﻿",https://apps.who.int/iris/handle/10665/89058
WHA15.59,1962,"Future organizational studies by the Executive Board
﻿",https://apps.who.int/iris/handle/10665/89110
WHA15.46,1962,"Appropriation resolutions for the financial years 1962 and 1963: Jamaica and Uganda
﻿",https://apps.who.int/iris/handle/10665/89094
WHA15.41,1962,"Clinical and pharmacological evaluation of drugs
﻿",https://apps.who.int/iris/handle/10665/89087
WHA15.43,1962,"Second report on the world health situation
﻿",https://apps.who.int/iris/handle/10665/89089
WHA15.15,1962,"Housing of staff of the Regional Office for Africa
﻿",https://apps.who.int/iris/handle/10665/89059
WHA15.16,1962,"Admission of new members: Western Samoa
﻿",https://apps.who.int/iris/handle/10665/89060
WHA15.11,1962,"Assessment of new members for 1961 and 1962
﻿",https://apps.who.int/iris/handle/10665/89055
WHA15.55,1962,"Decisions of the United Nations, specialized agencies and IAEA affecting WHO's activities: programme matters
﻿",https://apps.who.int/iris/handle/10665/89104
WHA15.9,1962,"Status of collection of annual contributions and of advances to the working capital fund
﻿",https://apps.who.int/iris/handle/10665/89053
WHA15.29,1962,"Headquarters accommodation: progress report
﻿",https://apps.who.int/iris/handle/10665/89073
WHA15.23,1962,"Effective working budget and budget level for 1963
﻿",https://apps.who.int/iris/handle/10665/89067
WHA15.3,1962,"United Nations prizes for the international encouragement of scientific research into the control of cancerous diseases
﻿",https://apps.who.int/iris/handle/10665/89047
WHA15.39,1962,"Priorities in programme
﻿",https://apps.who.int/iris/handle/10665/89084
WHA15.28,1962,"Selection of the country in which the sixteenth World Health Assembly will be held
﻿",https://apps.who.int/iris/handle/10665/89072
WHA15.13,1962,"Scale of assessment for 1963
﻿",https://apps.who.int/iris/handle/10665/89057
WHA15.12,1962,"Addition to schedule A to the appropriation resolution for the financial year 1962
﻿",https://apps.who.int/iris/handle/10665/89056
WHA15.22,1962,"Continued assistance to newly independent states
﻿",https://apps.who.int/iris/handle/10665/89066
WHA15.19,1962,"Report on development of the malaria eradication programme
﻿",https://apps.who.int/iris/handle/10665/89063
WHA15.42,1962,"Appropriation resolution for the financial year 1963
﻿",https://apps.who.int/iris/handle/10665/89088
WHA15.47,1962,"Malaria eradication postage stamps
﻿",https://apps.who.int/iris/handle/10665/89095
WHA15.44,1962,"Communication from the International Fertility Association
﻿",https://apps.who.int/iris/handle/10665/89091
WHA15.49,1962,"Decisions of the United Nations, specialized agencies and IAEA affecting WHO's activities: administrative and financial matters
﻿",https://apps.who.int/iris/handle/10665/89098
WHA15.25,1962,"Admission of new associate members: Jamaica
﻿",https://apps.who.int/iris/handle/10665/89069
WHA15.37,1962,"Committee on International Quarantine: ninth report
﻿",https://apps.who.int/iris/handle/10665/89082
WHA15.57,1962,"United Nations Development Decade
﻿",https://apps.who.int/iris/handle/10665/89108
WHA15.54,1962,"Developments in activities assisted jointly with UNICEF
﻿",https://apps.who.int/iris/handle/10665/89103
WHA15.52,1962,"Medical research programme for 1958-1961
﻿",https://apps.who.int/iris/handle/10665/89101
WHA15.24,1962,"Application for admission to membership: Sultanate of Muscat and Oman
﻿",https://apps.who.int/iris/handle/10665/89068
WHA15.1,1962,"Terms of reference of the main committees
﻿",https://apps.who.int/iris/handle/10665/89045
WHA15.10,1962,"Supplementary budget estimates for 1962
﻿",https://apps.who.int/iris/handle/10665/89054
WHA15.5,1962,"Salaries of the Deputy-General, Assistant Directors-General and Regional Directors
﻿",https://apps.who.int/iris/handle/10665/89049
WHA15.6,1962,"Election of members entitled to designate a person to serve on the Executive Board
﻿",https://apps.who.int/iris/handle/10665/89050
WHA15.7,1962,"Financial report on the accounts of WHO for the year 1960 and report of the external auditor
﻿",https://apps.who.int/iris/handle/10665/89051
WHA15.4,1962,"Contract of the Director-General: salary and allowances
﻿",https://apps.who.int/iris/handle/10665/89048
WHA15.21,1962,"Health problems of seafarers
﻿",https://apps.who.int/iris/handle/10665/89065
WHA15.8,1962,"Financial report on the accounts of WHO for the year 1961 and report of the external auditor
﻿",https://apps.who.int/iris/handle/10665/89052
WHA15.2,1962,"Award of the Léon Barnard Foundation medal and prize
﻿",https://apps.who.int/iris/handle/10665/89046
WHA15.35,1962,"Criteria for determining eligibility of credits towards the payment of contributions for financing malaria programmes
﻿",https://apps.who.int/iris/handle/10665/89079
WHA15.33,1962,"Appointment of representatives to the WHO Staff Pension Committee
﻿",https://apps.who.int/iris/handle/10665/89077
WHA15.18,1962,"Report on assistance to the Republic of the Congo (‎Leopoldville)‎
﻿",https://apps.who.int/iris/handle/10665/89062
WHA15.20,1962,"Development of the malaria eradicaton programme: acceleration of the programme from continued voluntary contributions
﻿",https://apps.who.int/iris/handle/10665/89064
WHA15.17,1962,"Annual report of the Director-General for 1961: programme aspects
﻿",https://apps.who.int/iris/handle/10665/89061
WHA15.36,1962,"Periodicity of meetings of the Committee on International Quarantine
﻿",https://apps.who.int/iris/handle/10665/89081
WHA15.26,1962,"Admission of new associate members: Uganda
﻿",https://apps.who.int/iris/handle/10665/89070
WHA15.30,1962,"Advances from the working capital fund for provision of emergency supplies to member states
﻿",https://apps.who.int/iris/handle/10665/89074
WHA15.27,1962,"Communication from the government of Argentina concerning the holding of a World Health Assembly in Argentina
﻿",https://apps.who.int/iris/handle/10665/89071
WHA15.45,1962,"Assessment for 1962 and 1963 of Western Samoa
﻿",https://apps.who.int/iris/handle/10665/89093
WHA15.50,1962,"Amendments to the rules of procedure of the World Health Assembly
﻿",https://apps.who.int/iris/handle/10665/89099
WHA15.40,1962,"Organizatonal study on co-ordination with the United Nations and the specialized agencies
﻿",https://apps.who.int/iris/handle/10665/89086
WHA15.34,1962,"Malaria eradication special account
﻿",https://apps.who.int/iris/handle/10665/89078
WHA15.31,1962,"Amendments to staff rules
﻿",https://apps.who.int/iris/handle/10665/89075
WHA15.38,1962,"Committee on International Quarantine: tenth report
﻿",https://apps.who.int/iris/handle/10665/89083
WHA15.32,1962,"Annual report of the United Nations Joint Staff Pension Board for 1960
﻿",https://apps.who.int/iris/handle/10665/89076
WHA15.48,1962,"Assignment of Mongolian People's Republic to a region
﻿",https://apps.who.int/iris/handle/10665/89096
WHA15.51,1962,"Role of the physician in the preservation and promotion of peace
﻿",https://apps.who.int/iris/handle/10665/89100
WHA15.58,1962,"Organizatonal study: methods of planning and execution of projects
﻿",https://apps.who.int/iris/handle/10665/89109
WHA15.60,1962,"Reports of the Executive Board on its twenty-eighth and twenty-ninth sessions
﻿",https://apps.who.int/iris/handle/10665/89111
WHA15.56,1962,"World Food Programme
﻿",https://apps.who.int/iris/handle/10665/89106
WHA15.53,1962,"Smallpox eradication programme
﻿",https://apps.who.int/iris/handle/10665/89102
-,1962,"Fifteenth World Health Assembly, Geneva, 8-25 May 1962: part I: resolutions and decisions: annexes
﻿",https://apps.who.int/iris/handle/10665/85748
WHA16.16,1963,"Selection of the country in which the seventeenth World Health Assembly will be held
﻿",https://apps.who.int/iris/handle/10665/89132
WHA16.13,1963,"Effective working budget and budget level for 1964
﻿",https://apps.who.int/iris/handle/10665/89129
WHA16.9,1963,"Accommodation for the Regional Office for Africa
﻿",https://apps.who.int/iris/handle/10665/89124
-,1963,"Sixteenth World Health Assembly, Geneva, 7-23 May 1963: part I: resolutions and decisions: annexes
﻿",https://apps.who.int/iris/handle/10665/85758
WHA16.34,1963,"Additonal regulations of 23 May 1963 amending the International Sanitary Regulations, in particular with respect to notifications
﻿",https://apps.who.int/iris/handle/10665/89153
WHA16.32,1963,"Decisions of the United Nations, specialized agencies and IAEA affecting WHO's activities: administrative, budgetary and financial matters: inter-organization machinery for matters of pay and allowances
﻿",https://apps.who.int/iris/handle/10665/89151
WHA16.22,1963,"Headquarters accommodation: progress report
﻿",https://apps.who.int/iris/handle/10665/89138
WHA16.25,1963,"Television influence on youth
﻿",https://apps.who.int/iris/handle/10665/89143
WHA16.6,1963,"Supplementary budget estimates for 1963
﻿",https://apps.who.int/iris/handle/10665/89121
WHA16.19,1963,"Annual report of the United Nations Joint Staff Pension Board for 1961
﻿",https://apps.who.int/iris/handle/10665/89135
-,1963,"Sixteenth World Health Assembly, Geneva, 7-23 May 1963: part I: resolutions and decisions: annexes
﻿",https://apps.who.int/iris/handle/10665/85758
WHA16.20,1963,"Status of collection of annual contributions and advances to the working capital fund
﻿",https://apps.who.int/iris/handle/10665/89136
WHA16.23,1963,"Report on the development of the malaria eradication programme
﻿",https://apps.who.int/iris/handle/10665/89139
WHA16.10,1963,"Scale of assessment for 1964
﻿",https://apps.who.int/iris/handle/10665/89125
WHA16.41,1963,"Extension of agreement with UNRWA
﻿",https://apps.who.int/iris/handle/10665/89161
WHA16.12,1963,"Annual report of the Director-General for 1962
﻿",https://apps.who.int/iris/handle/10665/89128
WHA16.2,1963,"Contract of the Director-General
﻿",https://apps.who.int/iris/handle/10665/89117
WHA16.7,1963,"Assessments of new members for 1962 and 1963
﻿",https://apps.who.int/iris/handle/10665/89122
WHA16.35,1963,"Committee on International Quarantine: eleventh report
﻿",https://apps.who.int/iris/handle/10665/89154
WHA16.40,1963,"United Nations Development Decade
﻿",https://apps.who.int/iris/handle/10665/89160
WHA16.43,1963,"Meetings of the Regional Committee for Africa
﻿",https://apps.who.int/iris/handle/10665/89163
WHA16.26,1963,"Voluntary fund for health promotion: medical research
﻿",https://apps.who.int/iris/handle/10665/89144
WHA16.36,1963,"Clinical and pharmacological evaluation of drugs
﻿",https://apps.who.int/iris/handle/10665/89155
WHA16.39,1963,"Decisions of the United Nations, specialized agencies and IAEA affecting WHO's activities: programme matters
﻿",https://apps.who.int/iris/handle/10665/89159
WHA16.33,1963,"Decisions of the United Nations, specialized agencies and IAEA affecting WHO's activities: conference arrangements
﻿",https://apps.who.int/iris/handle/10665/89152
WHA16.27,1963,"Voluntary fund for health promotion: community water supply
﻿",https://apps.who.int/iris/handle/10665/89145
WHA16.3,1963,"Admission of new associate members: Mauritius
﻿",https://apps.who.int/iris/handle/10665/89118
WHA16.18,1963,"Malaria eradication postage stamps
﻿",https://apps.who.int/iris/handle/10665/89134
WHA16.24,1963,"Developments in activities assisted jointly with UNICEF
﻿",https://apps.who.int/iris/handle/10665/89140
WHA16.21,1963,"Appointment of representatives to the WHO Staff Pension Committee
﻿",https://apps.who.int/iris/handle/10665/89137
WHA16.30,1963,"Organizational study on methods of planning and execution of projects
﻿",https://apps.who.int/iris/handle/10665/89149
WHA16.37,1963,"Smallpox eradication programme
﻿",https://apps.who.int/iris/handle/10665/89157
WHA16.28,1963,"Appropriation resolution for the financial year 1964
﻿",https://apps.who.int/iris/handle/10665/89146
WHA16.38,1963,"Clinical and pharmacological evaluation of drugs: standards of drugs
﻿",https://apps.who.int/iris/handle/10665/89158
WHA16.42,1963,"Joint FAO/WHO programme on food standards (‎Codex Alimentarius)‎
﻿",https://apps.who.int/iris/handle/10665/89162
WHA16.44,1963,"Reports of the Executive Board on its thirtieth and thirty-first sessions
﻿",https://apps.who.int/iris/handle/10665/89164
WHA16.14,1963,"Appointment of the external auditor
﻿",https://apps.who.int/iris/handle/10665/89130
WHA16.17,1963,"Malaria eradication special account
﻿",https://apps.who.int/iris/handle/10665/89133
WHA16.15,1963,"Amendments to the staff rules
﻿",https://apps.who.int/iris/handle/10665/89131
WHA16.11,1963,"Election of members entitled to designate a person to serve on the Executive Board
﻿",https://apps.who.int/iris/handle/10665/89127
WHA16.31,1963,"Continued assistance to newly independent states
﻿",https://apps.who.int/iris/handle/10665/89150
WHA16.1,1963,"Appointment of the Director-General
﻿",https://apps.who.int/iris/handle/10665/89113
WHA16.5,1963,"Financial report on the accounts of WHO for the year 1962 and report of the external auditor
﻿",https://apps.who.int/iris/handle/10665/89120
WHA16.8,1963,"Addition to schedule A to the appropriation resolutions for the financial years 1962 and 1963
﻿",https://apps.who.int/iris/handle/10665/89123
WHA16.4,1963,"Admission of new associate members: Kenya
﻿",https://apps.who.int/iris/handle/10665/89119
WHA16.29,1963,"Organizational study on measures for providing effective assistance in medical education and training to meet priority needs of the newly independent and emerging countries
﻿",https://apps.who.int/iris/handle/10665/89147
WHA17.17,1964,"Annual report of the Director-General for 1963
﻿",https://apps.who.int/iris/handle/10665/89244
WHA17.23,1964,"Advances from the capital working fund for provision of emergency supplies to member states
﻿",https://apps.who.int/iris/handle/10665/89251
WHA17.18,1964,"Appropriation resolution for the financial year 1965
﻿",https://apps.who.int/iris/handle/10665/89246
WHA17.41,1964,"Standards of drugs
﻿",https://apps.who.int/iris/handle/10665/89269
WHA17.15,1964,"Effective working budget and budget level for 1965
﻿",https://apps.who.int/iris/handle/10665/89242
WHA17.50,1964,"Meetings of the Regional Committee for Africa
﻿",https://apps.who.int/iris/handle/10665/89278
WHA17.49,1964,"Participation of WHO in a world research agency for cancer
﻿",https://apps.who.int/iris/handle/10665/89277
WHA17.47,1964,"Co-ordination with the International Atomic Energy Agency
﻿",https://apps.who.int/iris/handle/10665/89275
-,1964,"Seventeenth World Health Assembly, Geneva, 3-20 March 1964: part I: resolutions and decisions: annexes
﻿",https://apps.who.int/iris/handle/10665/85769
WHA17.34,1964,"Accommodation for the Regional Office for Africa
﻿",https://apps.who.int/iris/handle/10665/89262
-,1964,"Seventeenth World Health Assembly, Geneva, 3-20 March 1964: part I: resolutions and decisions: annexes
﻿",https://apps.who.int/iris/handle/10665/85769
WHA17.31,1964,"Appointment of representatives to the WHO Staff Pension Committee
﻿",https://apps.who.int/iris/handle/10665/89259
WHA17.11,1964,"Adjustment in the scales of assessment for 1963 and 1964 (‎Czechoslovakia and Hungary)‎
﻿",https://apps.who.int/iris/handle/10665/89238
WHA17.24,1964,"Malaria eradication special account
﻿",https://apps.who.int/iris/handle/10665/89252
WHA17.48,1964,"Future organizational study by the Executive Board
﻿",https://apps.who.int/iris/handle/10665/89276
WHA17.7,1964,"Admission of Qatar as an associate member
﻿",https://apps.who.int/iris/handle/10665/89234
WHA17.3,1964,"Award of the Léon Bernard Foundation medal and prize
﻿",https://apps.who.int/iris/handle/10665/89230
WHA17.13,1964,"Addition to schedule A to the appropriation resolution for the financial year 1964
﻿",https://apps.who.int/iris/handle/10665/89240
WHA17.9,1964,"Supplementary budget estimates for 1964
﻿",https://apps.who.int/iris/handle/10665/89236
WHA17.1,1964,"Suspension of rules 5(‎c)‎ and 93(‎c)‎ of the rules of procedue of the Health Assembly for the duration of the seventeenth World Health Assembly
﻿",https://apps.who.int/iris/handle/10665/89228
WHA17.6,1964,"Admission of Malta as an associate member
﻿",https://apps.who.int/iris/handle/10665/89233
WHA17.12,1964,"Assessments of new members for 1964
﻿",https://apps.who.int/iris/handle/10665/89239
WHA17.16,1964,"Election of members entitled to designate a person to serve on the Executive Board
﻿",https://apps.who.int/iris/handle/10665/89243
WHA17.25,1964,"Placement of the malaria eradication special account in the voluntary fund for health promotion
﻿",https://apps.who.int/iris/handle/10665/89253
WHA17.22,1964,"Report on the development of the malaria eradication programme
﻿",https://apps.who.int/iris/handle/10665/89250
WHA17.20,1964,"Large-scale development programmes
﻿",https://apps.who.int/iris/handle/10665/89248
WHA17.35,1964,"Supplement to the second report on the world health situation
﻿",https://apps.who.int/iris/handle/10665/89263
WHA17.29,1964,"Amendments to the staff rules
﻿",https://apps.who.int/iris/handle/10665/89257
WHA17.27,1964,"Headquarters accommodation
﻿",https://apps.who.int/iris/handle/10665/89255
WHA17.32,1964,"Decisions of the United Nations, specialized agencies and the International Atomic Energy Agency affecting WHO's activities: administrative, budgetary and financial matters
﻿",https://apps.who.int/iris/handle/10665/89260
WHA17.36,1964,"The medical research programme of WHO, 1958-1963
﻿",https://apps.who.int/iris/handle/10665/89264
WHA17.38,1964,"General programme of work covering a specific period
﻿",https://apps.who.int/iris/handle/10665/89266
WHA17.33,1964,"Members in arrears in the payment of their contributions to an extent which may invoke article 7 of the Constitution
﻿",https://apps.who.int/iris/handle/10665/89261
WHA17.39,1964,"Clinical and pharmacological evaluation of drugs
﻿",https://apps.who.int/iris/handle/10665/89267
WHA17.37,1964,"Medical research programme: proposal for the establishment of a world health research centre
﻿",https://apps.who.int/iris/handle/10665/89265
WHA17.40,1964,"Community water supply programme
﻿",https://apps.who.int/iris/handle/10665/89268
WHA17.5,1964,"Admission of Nyasaland as an associate member
﻿",https://apps.who.int/iris/handle/10665/89232
WHA17.42,1964,"Committee on International Quarantine: twelfth report
﻿",https://apps.who.int/iris/handle/10665/89270
WHA17.45,1964,"Decisions of the United Nations, specialized agencies and the International Atomic Energy Agency affecting WHO's activities
﻿",https://apps.who.int/iris/handle/10665/89273
WHA17.44,1964,"Joint FAO/WHO programme on food standards (‎Codex Alimentarius)‎
﻿",https://apps.who.int/iris/handle/10665/89272
WHA17.19,1964,"Programme and budget estimates for 1965: voluntary fund for health promotion
﻿",https://apps.who.int/iris/handle/10665/89247
WHA17.26,1964,"Legislation to govern malaria eradication operations under the regular budget
﻿",https://apps.who.int/iris/handle/10665/89254
WHA17.21,1964,"Presentation of future programmes and budget estimates
﻿",https://apps.who.int/iris/handle/10665/89249
WHA17.28,1964,"Selection of the country in which the eighteenth World Health Assembly will be held
﻿",https://apps.who.int/iris/handle/10665/89256
WHA17.30,1964,"Annual report of the United Nations Joint Staff Pension Board for 1962
﻿",https://apps.who.int/iris/handle/10665/89258
WHA17.14,1964,"Scale of assessment for 1965
﻿",https://apps.who.int/iris/handle/10665/89241
WHA17.46,1964,"Decisions of the United Nations, specialized agencies and the International Atomic Energy Agency affecting WHO's activities: programme matters
﻿",https://apps.who.int/iris/handle/10665/89274
WHA17.2,1964,"Report on an absentee member of the Executive Board
﻿",https://apps.who.int/iris/handle/10665/89229
WHA17.4,1964,"Admission of Northern Rhodesia as an associate member
﻿",https://apps.who.int/iris/handle/10665/89231
WHA17.8,1964,"Status of collection of annual contributions and of advances to the working capital fund
﻿",https://apps.who.int/iris/handle/10665/89235
WHA17.51,1964,"Reports of the Executive Board on its thirty-second and thirty-third sessions
﻿",https://apps.who.int/iris/handle/10665/89279
WHA17.43,1964,"Smallpox eradication programme
﻿",https://apps.who.int/iris/handle/10665/89271
WHA17.10,1964,"Contributions of Algeria, Burundi and Rwanda for 1962
﻿",https://apps.who.int/iris/handle/10665/89237
WHA18.7,1965,"International standards and units for biological standardization
﻿",https://apps.who.int/iris/handle/10665/89286
WHA18.32,1965,"Decisions of the United Nations, specialized agencies and the International Atomic Energy Agency affecting WHO's activities: administrative, budgetary and financial matters
﻿",https://apps.who.int/iris/handle/10665/89311
WHA18.23,1965,"WHO participation in the Expanded Programme of Technical Assistance
﻿",https://apps.who.int/iris/handle/10665/89302
WHA18.6,1965,"Joint FAO/WHO food standards programme (‎Codex Alimentarius)‎
﻿",https://apps.who.int/iris/handle/10665/89285
WHA18.10,1965,"Status of collection of annual contributions and of advances to the working capital fund
﻿",https://apps.who.int/iris/handle/10665/89289
WHA18.2,1965,"Award of a prize for research work on mental subnormality
﻿",https://apps.who.int/iris/handle/10665/89281
WHA18.13,1965,"Amendments to the financial regulations
﻿",https://apps.who.int/iris/handle/10665/89292
WHA18.33,1965,"Fourth general programme of work covering a specific period: 1967-1971
﻿",https://apps.who.int/iris/handle/10665/89312
WHA18.16,1965,"Assessment of new members for 1965
﻿",https://apps.who.int/iris/handle/10665/89295
WHA18.1,1965,"Provisional admendments to the rules of procedure of the World Health Assembly
﻿",https://apps.who.int/iris/handle/10665/89280
WHA18.9,1965,"Financial report on the accounts of WHO for the year 1964 and report of the external auditor
﻿",https://apps.who.int/iris/handle/10665/89288
WHA18.26,1965,"Annual report of the United Nations Joint Staff Pension Board for 1963
﻿",https://apps.who.int/iris/handle/10665/89305
